,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,image_name,tags,weather,land,combined_tags
138,138,138,138,138,train_138,cloudy,cloudy,none,none cloudy
139,139,139,139,139,train_139,clear primary,clear,primary,primary clear
140,140,140,140,140,train_140,clear primary,clear,primary,primary clear
141,141,141,141,141,train_141,partly_cloudy primary water,partly_cloudy,primary water,primary water partly_cloudy
142,142,142,142,142,train_142,agriculture clear habitation primary road,clear,primary other,primary other clear
143,143,143,143,143,train_143,partly_cloudy primary water,partly_cloudy,primary water,primary water partly_cloudy
144,144,144,144,144,train_144,agriculture partly_cloudy primary selective_logging,partly_cloudy,primary other,primary other partly_cloudy
145,145,145,145,145,train_145,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
146,146,146,146,146,train_146,clear cultivation primary,clear,primary other,primary other clear
147,147,147,147,147,train_147,clear primary,clear,primary,primary clear
148,148,148,148,148,train_148,agriculture clear cultivation primary water,clear,primary water other,primary water other clear
149,149,149,149,149,train_149,clear primary,clear,primary,primary clear
150,150,150,150,150,train_150,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
151,151,151,151,151,train_151,agriculture clear cultivation primary selective_logging,clear,primary other,primary other clear
152,152,152,152,152,train_152,haze primary,haze,primary,primary haze
153,153,153,153,153,train_153,clear primary,clear,primary,primary clear
154,154,154,154,154,train_154,clear primary,clear,primary,primary clear
155,155,155,155,155,train_155,clear primary,clear,primary,primary clear
156,156,156,156,156,train_156,clear primary water,clear,primary water,primary water clear
157,157,157,157,157,train_157,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
158,158,158,158,158,train_158,agriculture clear primary water,clear,primary water other,primary water other clear
159,159,159,159,159,train_159,agriculture clear primary road,clear,primary other,primary other clear
160,160,160,160,160,train_160,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
161,161,161,161,161,train_161,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
162,162,162,162,162,train_162,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
163,163,163,163,163,train_163,clear primary,clear,primary,primary clear
164,164,164,164,164,train_164,clear primary,clear,primary,primary clear
165,165,165,165,165,train_165,clear primary water,clear,primary water,primary water clear
166,166,166,166,166,train_166,clear primary road selective_logging water,clear,primary water other,primary water other clear
167,167,167,167,167,train_167,agriculture habitation partly_cloudy primary road,partly_cloudy,primary other,primary other partly_cloudy
168,168,168,168,168,train_168,cloudy,cloudy,none,none cloudy
169,169,169,169,169,train_169,agriculture clear primary road,clear,primary other,primary other clear
170,170,170,170,170,train_170,clear primary water,clear,primary water,primary water clear
171,171,171,171,171,train_171,agriculture clear primary road,clear,primary other,primary other clear
172,172,172,172,172,train_172,agriculture clear primary road,clear,primary other,primary other clear
173,173,173,173,173,train_173,clear cultivation primary,clear,primary other,primary other clear
174,174,174,174,174,train_174,cloudy,cloudy,none,none cloudy
175,175,175,175,175,train_175,clear primary,clear,primary,primary clear
176,176,176,176,176,train_176,clear primary,clear,primary,primary clear
177,177,177,177,177,train_177,agriculture clear primary road water,clear,primary water other,primary water other clear
178,178,178,178,178,train_178,clear primary,clear,primary,primary clear
179,179,179,179,179,train_179,cloudy,cloudy,none,none cloudy
180,180,180,180,180,train_180,haze primary,haze,primary,primary haze
181,181,181,181,181,train_181,clear primary,clear,primary,primary clear
182,182,182,182,182,train_182,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
183,183,183,183,183,train_183,clear primary,clear,primary,primary clear
184,184,184,184,184,train_184,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
185,185,185,185,185,train_185,agriculture artisinal_mine clear cultivation habitation primary road water,clear,primary water other,primary water other clear
186,186,186,186,186,train_186,clear primary road water,clear,primary water,primary water clear
187,187,187,187,187,train_187,artisinal_mine clear primary road,clear,primary other,primary other clear
188,188,188,188,188,train_188,clear primary water,clear,primary water,primary water clear
189,189,189,189,189,train_189,clear primary road water,clear,primary water,primary water clear
190,190,190,190,190,train_190,clear primary,clear,primary,primary clear
191,191,191,191,191,train_191,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
192,192,192,192,192,train_192,blow_down clear primary,clear,primary other,primary other clear
193,193,193,193,193,train_193,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
194,194,194,194,194,train_194,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
195,195,195,195,195,train_195,agriculture clear primary road,clear,primary other,primary other clear
196,196,196,196,196,train_196,haze primary,haze,primary,primary haze
197,197,197,197,197,train_197,agriculture clear primary road,clear,primary other,primary other clear
198,198,198,198,198,train_198,clear primary,clear,primary,primary clear
199,199,199,199,199,train_199,agriculture clear cultivation primary,clear,primary other,primary other clear
200,200,200,200,200,train_200,clear primary,clear,primary,primary clear
201,201,201,201,201,train_201,clear primary,clear,primary,primary clear
202,202,202,202,202,train_202,clear habitation road,clear,other,other clear
203,203,203,203,203,train_203,cloudy,cloudy,none,none cloudy
204,204,204,204,204,train_204,clear primary,clear,primary,primary clear
205,205,205,205,205,train_205,agriculture clear cultivation primary,clear,primary other,primary other clear
206,206,206,206,206,train_206,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
207,207,207,207,207,train_207,bare_ground clear primary road,clear,primary other,primary other clear
208,208,208,208,208,train_208,clear primary,clear,primary,primary clear
209,209,209,209,209,train_209,agriculture clear primary road,clear,primary other,primary other clear
210,210,210,210,210,train_210,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
211,211,211,211,211,train_211,clear habitation primary road,clear,primary other,primary other clear
212,212,212,212,212,train_212,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
213,213,213,213,213,train_213,agriculture clear primary road water,clear,primary water other,primary water other clear
214,214,214,214,214,train_214,clear primary,clear,primary,primary clear
215,215,215,215,215,train_215,haze primary water,haze,primary water,primary water haze
216,216,216,216,216,train_216,agriculture clear primary road,clear,primary other,primary other clear
217,217,217,217,217,train_217,bare_ground clear primary,clear,primary other,primary other clear
218,218,218,218,218,train_218,agriculture clear cultivation habitation primary road,clear,primary other,primary other clear
219,219,219,219,219,train_219,clear primary,clear,primary,primary clear
220,220,220,220,220,train_220,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
221,221,221,221,221,train_221,clear primary,clear,primary,primary clear
222,222,222,222,222,train_222,agriculture clear cultivation habitation primary road water,clear,primary water other,primary water other clear
223,223,223,223,223,train_223,clear primary,clear,primary,primary clear
224,224,224,224,224,train_224,agriculture clear primary,clear,primary other,primary other clear
225,225,225,225,225,train_225,agriculture clear cultivation habitation primary road,clear,primary other,primary other clear
226,226,226,226,226,train_226,cloudy,cloudy,none,none cloudy
227,227,227,227,227,train_227,agriculture clear cultivation primary,clear,primary other,primary other clear
228,228,228,228,228,train_228,agriculture haze primary road water,haze,primary water other,primary water other haze
229,229,229,229,229,train_229,agriculture clear cultivation primary,clear,primary other,primary other clear
230,230,230,230,230,train_230,agriculture bare_ground habitation partly_cloudy primary road,partly_cloudy,primary other,primary other partly_cloudy
231,231,231,231,231,train_231,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
232,232,232,232,232,train_232,clear primary,clear,primary,primary clear
233,233,233,233,233,train_233,clear primary water,clear,primary water,primary water clear
234,234,234,234,234,train_234,cloudy,cloudy,none,none cloudy
235,235,235,235,235,train_235,clear primary,clear,primary,primary clear
236,236,236,236,236,train_236,clear primary,clear,primary,primary clear
237,237,237,237,237,train_237,artisinal_mine clear primary road water,clear,primary water other,primary water other clear
238,238,238,238,238,train_238,clear primary,clear,primary,primary clear
239,239,239,239,239,train_239,bare_ground clear primary water,clear,primary water other,primary water other clear
240,240,240,240,240,train_240,agriculture clear primary road,clear,primary other,primary other clear
241,241,241,241,241,train_241,agriculture haze primary road,haze,primary other,primary other haze
242,242,242,242,242,train_242,clear primary,clear,primary,primary clear
243,243,243,243,243,train_243,clear primary,clear,primary,primary clear
244,244,244,244,244,train_244,clear primary,clear,primary,primary clear
245,245,245,245,245,train_245,clear primary blooming,clear,primary other,primary other clear
246,246,246,246,246,train_246,clear primary,clear,primary,primary clear
247,247,247,247,247,train_247,agriculture clear cultivation habitation primary road selective_logging,clear,primary other,primary other clear
248,248,248,248,248,train_248,haze primary,haze,primary,primary haze
249,249,249,249,249,train_249,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
250,250,250,250,250,train_250,clear primary,clear,primary,primary clear
251,251,251,251,251,train_251,clear primary,clear,primary,primary clear
252,252,252,252,252,train_252,clear habitation primary,clear,primary other,primary other clear
253,253,253,253,253,train_253,agriculture clear habitation primary road,clear,primary other,primary other clear
254,254,254,254,254,train_254,clear primary,clear,primary,primary clear
255,255,255,255,255,train_255,agriculture clear habitation primary road,clear,primary other,primary other clear
256,256,256,256,256,train_256,agriculture clear cultivation primary,clear,primary other,primary other clear
257,257,257,257,257,train_257,cloudy,cloudy,none,none cloudy
258,258,258,258,258,train_258,clear habitation primary road,clear,primary other,primary other clear
259,259,259,259,259,train_259,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
260,260,260,260,260,train_260,clear primary road water,clear,primary water,primary water clear
261,261,261,261,261,train_261,agriculture clear primary,clear,primary other,primary other clear
262,262,262,262,262,train_262,clear cultivation primary,clear,primary other,primary other clear
263,263,263,263,263,train_263,agriculture clear primary,clear,primary other,primary other clear
264,264,264,264,264,train_264,clear primary,clear,primary,primary clear
265,265,265,265,265,train_265,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
266,266,266,266,266,train_266,clear cultivation habitation primary,clear,primary other,primary other clear
267,267,267,267,267,train_267,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
268,268,268,268,268,train_268,agriculture clear habitation primary road,clear,primary other,primary other clear
269,269,269,269,269,train_269,clear primary,clear,primary,primary clear
270,270,270,270,270,train_270,agriculture clear primary road,clear,primary other,primary other clear
271,271,271,271,271,train_271,clear primary,clear,primary,primary clear
272,272,272,272,272,train_272,agriculture clear primary road,clear,primary other,primary other clear
273,273,273,273,273,train_273,clear water,clear,water,water clear
274,274,274,274,274,train_274,artisinal_mine clear primary road water,clear,primary water other,primary water other clear
275,275,275,275,275,train_275,clear primary,clear,primary,primary clear
276,276,276,276,276,train_276,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
277,277,277,277,277,train_277,clear primary,clear,primary,primary clear
278,278,278,278,278,train_278,clear primary,clear,primary,primary clear
279,279,279,279,279,train_279,clear cultivation primary,clear,primary other,primary other clear
280,280,280,280,280,train_280,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
281,281,281,281,281,train_281,clear primary selective_logging,clear,primary other,primary other clear
282,282,282,282,282,train_282,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
283,283,283,283,283,train_283,partly_cloudy primary water,partly_cloudy,primary water,primary water partly_cloudy
284,284,284,284,284,train_284,cloudy,cloudy,none,none cloudy
285,285,285,285,285,train_285,cloudy,cloudy,none,none cloudy
286,286,286,286,286,train_286,agriculture artisinal_mine clear primary water,clear,primary water other,primary water other clear
287,287,287,287,287,train_287,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
288,288,288,288,288,train_288,clear primary water,clear,primary water,primary water clear
289,289,289,289,289,train_289,clear primary,clear,primary,primary clear
290,290,290,290,290,train_290,clear water,clear,water,water clear
291,291,291,291,291,train_291,agriculture clear primary road,clear,primary other,primary other clear
292,292,292,292,292,train_292,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
293,293,293,293,293,train_293,clear primary water,clear,primary water,primary water clear
294,294,294,294,294,train_294,clear primary road,clear,primary,primary clear
295,295,295,295,295,train_295,clear primary water,clear,primary water,primary water clear
296,296,296,296,296,train_296,clear primary,clear,primary,primary clear
297,297,297,297,297,train_297,agriculture clear cultivation primary,clear,primary other,primary other clear
298,298,298,298,298,train_298,agriculture bare_ground clear cultivation habitation primary,clear,primary other,primary other clear
299,299,299,299,299,train_299,clear primary,clear,primary,primary clear
300,300,300,300,300,train_300,clear primary,clear,primary,primary clear
301,301,301,301,301,train_301,agriculture clear primary road water,clear,primary water other,primary water other clear
302,302,302,302,302,train_302,cloudy,cloudy,none,none cloudy
303,303,303,303,303,train_303,agriculture clear primary,clear,primary other,primary other clear
304,304,304,304,304,train_304,agriculture clear primary,clear,primary other,primary other clear
305,305,305,305,305,train_305,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
306,306,306,306,306,train_306,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
307,307,307,307,307,train_307,clear primary,clear,primary,primary clear
308,308,308,308,308,train_308,agriculture cultivation partly_cloudy primary road water,partly_cloudy,primary water other,primary water other partly_cloudy
309,309,309,309,309,train_309,agriculture clear primary water,clear,primary water other,primary water other clear
310,310,310,310,310,train_310,clear primary,clear,primary,primary clear
311,311,311,311,311,train_311,agriculture clear habitation primary road,clear,primary other,primary other clear
312,312,312,312,312,train_312,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
313,313,313,313,313,train_313,clear primary water,clear,primary water,primary water clear
314,314,314,314,314,train_314,agriculture clear primary road,clear,primary other,primary other clear
315,315,315,315,315,train_315,agriculture haze primary road,haze,primary other,primary other haze
316,316,316,316,316,train_316,agriculture clear primary,clear,primary other,primary other clear
317,317,317,317,317,train_317,clear primary,clear,primary,primary clear
318,318,318,318,318,train_318,clear primary,clear,primary,primary clear
319,319,319,319,319,train_319,bare_ground clear road,clear,other,other clear
320,320,320,320,320,train_320,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
321,321,321,321,321,train_321,clear primary water,clear,primary water,primary water clear
322,322,322,322,322,train_322,clear primary road water,clear,primary water,primary water clear
323,323,323,323,323,train_323,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
324,324,324,324,324,train_324,agriculture clear primary water,clear,primary water other,primary water other clear
325,325,325,325,325,train_325,haze primary,haze,primary,primary haze
326,326,326,326,326,train_326,agriculture clear primary,clear,primary other,primary other clear
327,327,327,327,327,train_327,clear primary,clear,primary,primary clear
328,328,328,328,328,train_328,agriculture partly_cloudy primary road,partly_cloudy,primary other,primary other partly_cloudy
329,329,329,329,329,train_329,clear primary road water,clear,primary water,primary water clear
330,330,330,330,330,train_330,agriculture clear primary water,clear,primary water other,primary water other clear
331,331,331,331,331,train_331,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
332,332,332,332,332,train_332,haze primary,haze,primary,primary haze
333,333,333,333,333,train_333,agriculture clear primary road,clear,primary other,primary other clear
334,334,334,334,334,train_334,partly_cloudy primary road water,partly_cloudy,primary water,primary water partly_cloudy
335,335,335,335,335,train_335,clear primary,clear,primary,primary clear
336,336,336,336,336,train_336,clear primary,clear,primary,primary clear
337,337,337,337,337,train_337,cloudy,cloudy,none,none cloudy
338,338,338,338,338,train_338,agriculture clear primary,clear,primary other,primary other clear
339,339,339,339,339,train_339,clear primary,clear,primary,primary clear
340,340,340,340,340,train_340,partly_cloudy road water,partly_cloudy,water,water partly_cloudy
341,341,341,341,341,train_341,haze primary,haze,primary,primary haze
342,342,342,342,342,train_342,agriculture partly_cloudy primary road,partly_cloudy,primary other,primary other partly_cloudy
343,343,343,343,343,train_343,cloudy,cloudy,none,none cloudy
344,344,344,344,344,train_344,clear primary,clear,primary,primary clear
345,345,345,345,345,train_345,agriculture clear primary,clear,primary other,primary other clear
346,346,346,346,346,train_346,clear primary,clear,primary,primary clear
347,347,347,347,347,train_347,partly_cloudy primary road water,partly_cloudy,primary water,primary water partly_cloudy
348,348,348,348,348,train_348,clear primary,clear,primary,primary clear
349,349,349,349,349,train_349,agriculture clear primary,clear,primary other,primary other clear
350,350,350,350,350,train_350,agriculture clear primary road,clear,primary other,primary other clear
351,351,351,351,351,train_351,agriculture haze primary road,haze,primary other,primary other haze
352,352,352,352,352,train_352,cloudy,cloudy,none,none cloudy
353,353,353,353,353,train_353,agriculture habitation partly_cloudy primary road,partly_cloudy,primary other,primary other partly_cloudy
354,354,354,354,354,train_354,clear primary,clear,primary,primary clear
355,355,355,355,355,train_355,clear primary,clear,primary,primary clear
356,356,356,356,356,train_356,clear primary,clear,primary,primary clear
357,357,357,357,357,train_357,clear primary,clear,primary,primary clear
358,358,358,358,358,train_358,agriculture clear cultivation primary,clear,primary other,primary other clear
359,359,359,359,359,train_359,agriculture partly_cloudy primary,partly_cloudy,primary other,primary other partly_cloudy
360,360,360,360,360,train_360,haze primary,haze,primary,primary haze
361,361,361,361,361,train_361,agriculture partly_cloudy primary road,partly_cloudy,primary other,primary other partly_cloudy
362,362,362,362,362,train_362,clear primary water,clear,primary water,primary water clear
363,363,363,363,363,train_363,haze primary water,haze,primary water,primary water haze
364,364,364,364,364,train_364,clear primary,clear,primary,primary clear
365,365,365,365,365,train_365,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
366,366,366,366,366,train_366,clear primary water,clear,primary water,primary water clear
367,367,367,367,367,train_367,haze primary,haze,primary,primary haze
368,368,368,368,368,train_368,clear primary,clear,primary,primary clear
369,369,369,369,369,train_369,agriculture clear cultivation habitation primary,clear,primary other,primary other clear
370,370,370,370,370,train_370,agriculture clear habitation primary road,clear,primary other,primary other clear
371,371,371,371,371,train_371,clear primary,clear,primary,primary clear
372,372,372,372,372,train_372,clear primary,clear,primary,primary clear
373,373,373,373,373,train_373,clear primary,clear,primary,primary clear
374,374,374,374,374,train_374,agriculture clear primary,clear,primary other,primary other clear
375,375,375,375,375,train_375,clear primary,clear,primary,primary clear
376,376,376,376,376,train_376,clear primary,clear,primary,primary clear
377,377,377,377,377,train_377,partly_cloudy primary,partly_cloudy,primary,primary partly_cloudy
378,378,378,378,378,train_378,clear primary,clear,primary,primary clear
379,379,379,379,379,train_379,agriculture clear primary road,clear,primary other,primary other clear
380,380,380,380,380,train_380,clear primary,clear,primary,primary clear
